,id,field_identifier,name,field_alternate_name,field_name_arabic,field_alternate_name_arabic,field_cat_date_begin,field_cat_date_end,field_biography,field_affiliated_country,field_occupation,field_affiliated_language,field_facebook_id,field_facebook_title,field_twitter_id,field_twitter_title,field_instagram_id,field_instagram_title,field_youtube_channel_id,field_youtube_channel_id_title
534,534,000a542,Alya Mooro ,,عليا مورو,,,,"Alya Mooro is a writer and social media personality. She began her career as a freelance journalist by writing on the underground music industry, with her work appearing in publications such as New York Magazine, The Telegraph, Refinery29, and others. Her debut memoir, The Greater Freedom: Life as a Middle Eastern Woman Outside the Stereotypes, was published in 2019, and she has also recently launched The Greater Conversation newsletter, which aims to uplift the voices of other Middle Eastern women writers. ",Egypt|United Kingdom,Journalist|Columnist|Author,English,,,https://twitter.com/alyamooro,twitter,https://instagram.com/alyamooro,instagram,,
535,535,000a543,Arwa Damon,,أروى‎ دامون,,,,"Arwa Damon is a journalist and global affairs correspondent for CNN. Born in America but having spent her childhood and adolescent years in various locations across the Middle East, Damon joined CNN after working for some time as a freelance journalist, and has since earned renown for her coverage of humanitarian work in Middle Eastern conflict zones. In 2015, Damon founded the non-profit International Network for Aid, Relief, and Assistance (INARA), which works to provide life-saving medical treatment to refugee children, particularly in or from Syria. The organization, of which Damon serves as president, has won multiple humanitarian awards for its efforts. <b>Awards</b><br>News and Documentary Emmy Award for Outstanding Live Coverage of a Current News Story - Long Form, 2012; International Women's Media Foundation (IWMF) Courage in Journalism Award, 2014; News and Documentary Emmy Award for Oustanding Coverage of a Breaking News Story in a Newscast, 2016",United States|Syria|Turkey,Journalist|Activist,English|Arabic|French|Turkish,,,https://twitter.com/arwacnn,twitter,https://instagram.com/arwacnn,instagram,,
536,536,000a544,Nahlah Ayed ,,نهله عَايِد,,,,"Nahlah Ayed is a journalist and the host of the CBC Radio academic/documentary program Ideas. She was born in Canada but, at the age of 6, moved with her family to a Palestinian refugee camp, where she spent the next seven years of her life entirely immersed in Arab culture and exposed to the impoverishment experienced by refugees. After studying at the Carleton University School of Journalism, she joined the CBC in 2002 and has since provided coverage on some of the largest conflicts and events in the Middle East, including the 2009 presidential elections in Iran and the 2011 uprisings in Egypt. Ayed has chronicled her life in her memoir, A Thousand Farewells: A Reporter's Journey from Refugee Camp to the Arab Spring, which was published in 2012 and was shortlisted for the 2012 Governor General’s Literary Award. <b>Awards</b><br>Prix Italia, 2011; UK Foreign Press Association ""Story of the Year"" Award, 2016; Canadian Association for Journalists Photojournalism Award, 2017",Canada|Palestine,Journalist|Author,English|Arabic,,,https://twitter.com/nahlahayed,twitter,,instagram,,
537,537,000a545,Christina Atik ,,كريستينا عتیق‎,كرستينا عتیق‎,,,"Christina Atik is a freelance illustrator and graphic designer whose work aims to challenge conventional criticisms of Arab women through art. Prevalent themes in her art include empowering femininity, women’s sexuality, and beauty standards, as can be seen in her most popular art series, titled “It’s not nice for a girl to…”. Atik shares her work primarily through Instagram, where she has a steady following. ",Lebanon,Artist|Activist,Arabic,,,,,https://instagram.com/daydreamsforjack,,,
538,538,000a546,Shirien Damra ,,شيرين دمرة,شيرين دمرا,,,"Shirien Damra is a freelance illustrator and designer whose work aims to uplift social justice movements and amplify marginalized voices and causes. Growing up in a Palestinian refugee family, Damra was well-aware of the injustices and racism faced by minority populations in the US; her work now aims to challenge such struggles and provide minority groups a voice through her distinctive art style. Damra is best known for her illustrations of George Floyd, Breonna Taylor, and Ahmaud Arbery, which went viral in 2020 during the international Black Lives Matter protests and were widely shared across a variety of social media platforms. ",United States|Palestine,Artist|Activist,English,,,,,https://instagram.com/shirien.creates,,,
539,539,000a547,Farah Chamma,Fara Chama,فرح شمّا,,,,"Farah Chakma is a  Brazillian Palestinian poet from Nablus, who was born in the United Arab Emirates. She has a B.A in philosophy and sociology from the University of Abu Dhabi. Her spoken word career started in 2008 when she entered her first arts festival. Chakma is currently pursuing a master's degree in performance at Goldsmith, University of London.",United Arab Emirates|Brazil|Palestine,Poet,English|Arabic|French|German|Spanish|Portuguese ,https://www.youtube.com/c/FarahChammaYT/videos,,,,,,https://www.youtube.com/c/FarahChammaYT/videos,youtube
540,540,000a548,Deena Mohamed,Dena Mohammed|Deena Muhammed,دينا محمد,,,,"Deena  Mohamed an a graphic designer who was born and raised in Egypt. Mohamed made her debut at the age of 18 with her webcomic Qahera. Her novels deal with issues of islamophobia and misogyny. She is currently working on her third graphic novel in her trilogy Shubeik Lubeik and has collaborated with various advocacy groups, such as Harassmap and Centre for Applied Human rights, to create informational comics.<b>Awards</b><br>Best Graphic Novel and the Grand Prize of the Cairo Comix Festiva, 2017",Egypt,Artist,English|Arabic,,,https://twitter.com/itsdeenasaur,twitter,https://instagram.com/itsdeenasaur,instagram,,
541,541,000a549,Fouz Al Fahad,Fouz Al-Fahad|Fouz Alfahad,فوز الفهد,,,,"Fouz Al Fahad is a public influencer, known for her Instagram beauty blog. Aside from Instagram Al Fahad also works as a model. Before starting her beauty blog Al Fahad received her Bachelor's degree, with a specialization in Finance, from Gulf University of Science and Technology. She has collaborated with popular makeup brands such as MAC and Bouqaat and runs her own beauty boutique called “Real Fouz Beauty”.",Kuwait,Social Media Writer,English|Arabic,,,,,https://instagram.com/therealfouz,,,
542,542,000a550,Taim Al Falasi,Taim Al-Falasi|Taim Alfalasi,تيم الفلاسي,,,,"Taim is a public figure from the United Arab Emirates, she is known for her online radio show, founded and created by Al Falasi, called TaimShow. Alongside her radio show, she has a massive presence on Instagram and Youtube where she shares lifestyle blogs. Al Falasi has a degree in Visual Communications from Zayed University.",United Arab Emirates,Social Media Writer,English|Arabic,https://www.youtube.com/c/TaimAlFalasi/videos,,https://twitter.com/TaimAlFalasi,twitter,https://instagram.com/taimalfalasi,instagram,https://www.youtube.com/c/TaimAlFalasi/videos,youtube
543,543,000a551,Nora Bo Awadh,,نورة بوعوض,,,,"Nora Bo Awadh is a Saudi Arabian makeup artist, she is one of the most successful Saudi Arabian makeup artists, having worked with dozens of celebrities in Saudia Arabia. Awadh received her Bachelor's degree from King Saudi University. Awadah’s presence expands onto YouTube, where she shares quick makeup tutorials with her audience",Saudi Arabia|United States,Social Media Writer|Activist,English|Arabic,https://www.youtube.com/channel/UCzaKgzdN8pB0mR5eRuVSDOA/videos,,,,https://instagram.com/nora1352,,https://www.youtube.com/channel/UCzaKgzdN8pB0mR5eRuVSDOA/videos,youtube
544,544,000a552,Sondos Alqattan,Sondos Alkattan|Sondos Al-qattan,سندس القطان,,,,"Sondos is an Instagram beauty blogger from Kuwait. She shares professional makeup tutorials on her Instagram and has collaborated with popular Arabian makeup brand Bouqaat for the release of her makeup products. She rose to stardom after a video of hers went viral, where she criticized the Kuwaiti government for their lack of equality for domestic workers.",Kuwait,Social Media Writer|Blogger,English,,,https://twitter.com/Sondos_q,twitter,"https://instagram.com/sondos_aq
",instagram,,
545,545,000a553,Nadya Hasan,Nadya Hassan|Nadia Hasan,نادية حسن,,,,"Nadya Hassan is an Emirati social media influencer known for her lifestyle, beauty and fashion blog called ""The Fierce Diaries"". Hasan started her blog in 2010 when she made her first post about finding matching shoes for one’s outfit. She is currently working on designing a collection for her debut online store called Nadya Hasan.<b>Awards</b><br>Best In Fashion Influencer, 2019",United Arab Emirates,Social Media Writer,English|Arabic,https://www.youtube.com/user/TheFierceNay/videos,,https://twitter.com/TheFierce_Nay,twitter,https://instagram.com/nadyaa,instagram,https://www.youtube.com/user/TheFierceNay/videos,youtube
546,546,000a554,Njoud Al Shammari,Njoud Al-Shammari|Njoud Alshammari,نجود بنت مشعل,,,,Njoud is a Saudi Arabian social media influencer who currently lives in Saudia Arabia. She is known for her Youtube vlogs and videos ranging from lifestyle tips to comedy. She has gained rapid success with 1.81 million subscribers on her channel,Saudi Arabia,Social Media Writer,English|Arabic,https://www.youtube.com/c/Njoud/videos,,https://twitter.com/njoudsh1,twitter,https://instagram.com/njoudsh1,instagram,https://www.youtube.com/c/Njoud/videos,youtube
547,547,000a555,Darin Al Bayed,Darin Al-Bayed|Darin Albayed,دارين البايض,,,,"Darin Al Bayed is a self-made Lebanese Instagrammer raised in Saudia Arabia. She has made a name for herself through her social media platforms on Instagram, Twitter, and Youtube, as a comedian with her short sketches. Her videos are satires that critique the stereotypical male and female gender roles",Lebanon|Saudi Arabia,Social Media Writer,Arabic,https://www.youtube.com/c/darinalbayed/videos,,https://twitter.com/darin00013,twitter,https://instagram.com/darin00013,instagram,https://www.youtube.com/c/darinalbayed/videos,youtube
548,548,000a556,Hala Alyan,,,,,,Hala Alyan is a Palestinian-American poet and author born in Illinois and grew up in Kuwait. Alyan and her family returned to America due to forces invading Kuwait. She continued to live in various locations (Oklahoma Texas Maine and Lebanon) and is currently in Brooklyn. Alyan completed her first degree of post-secondary studies at the American University of Beirut and received her Masters at Columbia University and finally finishing her doctorate in psychology at Rutgers University. While she specialized in psychology in her post-secondary studies Alyan also writes poetic collections and books. <b>Awards</b><br>Dayton Literary Peace Prize; the Arab American Book Award,United States|Palestine|Kuwait,,,,,,,,,,
549,549,000a557,Anan Ameri,,,,,,"Anan Ameri is a Palestinian writer and museum director raised in Amman and Damascus. She attended the University of Jordan where she studied Sociology and received her Bachelor of Arts. Continuing her post secondary studies Ameri received a Master's degree from Cairo University and completed her PHD in Sociology at Wayne State University. Ameri founded and directed the Palestine Aid Society of America from 1980 to 1993 and also established the first Arab American National Museum. <b>Awards</b><br>Coming Up Taller Award, 2008; ",Palestine|Syria|Jordan|United States,,,,,,,,,,
550,550,000a558,Sahar Mustafah,,,,,,"Sahar Mustafa was born to Palestinian parents in Chicago where she grew up. Mustafa is a scholar and novelist who has written collections of short stories and contributed to. She continued her studies at Columbia College where she received her master of fine arts in fiction. Currently, Mustafa is a teacher of literature and is a member of the organization's voices protest and RAWI (Radius of Arab American Writers). <b>Awards</b><br>Willow Books Grand Prize; Columbia Scholastic Press Association, 3rd Place in Fiction, ""Widow"", 2014",United States|Palestine,,,,,,,,,,
551,551,000a559,Salwa Al Neimi,,,,,,"Salwa al Neimi is a Syrian poet, journalist and novelist born in Damascus where she later studied and earned her degree at the University of Damascus. Neimi continued her studies at Paris Sorbonne University where she earned a post-masters degree in Arabic Literature. She has written for various Arab magazines and newspapers and her novel the Proof of honey has been translated in many languages and banned in various Arab countries. 
",Syria|France,,,,,,,,,,
552,552,000a560,Heba Hayek,,,,,,"Heba Heyak is a novelist born and raised in Gaza, Palestine and is currently based in London. Heyak completed her post-secondary studies at the Miami University and the University of London in the field of creative writing and social anthropology. She is also a contributor to the organization the healthy feminist and is featured on the political publishing house Hajar press. Heyak’s writing will be presented with Yara Hawari’s writing in an exhibition titled The Distant here. ",Palestine,,,,,,,,,,
553,553,000a561,Yara Hawari,,يارا هواري,,,,"Yara Hawari is a Palestinian scholar, novelist and journalist. She has worked for numerous news companies such as the guardian, foreign policy among others. Hawari studied at the University of Exeter where she earned her Ph.D. in Middle East Politics where she also taught undergraduate courses and is an honorary research fellow. Currently working at al-shakba as the senior analyst Hawari’s writing is presented with Heba Heyak in an exhibition titled The Distant Here. 
",United Kingdom|Palestine,,,,,,,,,,
554,554,000a562,Alifa Rifaat,,,,,,"Fatmah Rifaat who is known by her writer’s name Alifa Rifaat is a Egyptian short story writer, poet and novelist. Rifaat has written over 100 works in her literary career some of which have been televised. Many of the themes in her works revolved around romantic relations such as arranged marriages and social critique. Rifaat spoke at the first international womens book fair on the polygamy along with the rights of women in Islam. Rifaat was commemorated on a google clip shown in Morocco, Algeria U.À.E among many other Arab regions on her birthday June 5th.<b>Awards</b><br>Modern Literature Assembly's Excellency Award, 1984",Egypt,,,,,,,,,,
555,555,000a563,Ibtisam Azem,,,,,,"Ibtisam Azem is a Palestinian a short story writer, editor, journalist and novelist based in New York. Born and raised in Jaffa, Azem has worked for the Arabic daily al-Araby al-Jadeed as a senior correspondent. Azem currently contributes to the e-zine Jadaliyya as a co-editor and is attending the New York University Silver School to continue her post-secondary studies in Social Work for an additional Master of Arts degree. She earned a Master of Arts at the Freiburg University in Germany and attended the University of Jerusalem where she studied Hebrew. ",United States|Palestine,,,,,,,,,,
556,556,000a564,Zaina Alsous,,,,,,"Zaina Alsous is a poet, editor, novelist, activist and essayist with roots found in the Palestinian diaspora. Alsous currently teaches undergraduate writing while continuing her studies in poetry at The University of Miami in pursuit of a Masters of Fine Arts. She also works for the media outlet The Scalawag Magazine as an editor. Many of her works have been featured in numerous outlets such as poetry magazine, Abolition Journal among others. <b>Awards</b><br>Norma Farber First Book Award; Etel Adnan Poetry Prize; Rick Campbell Chapbook Prize.",United States|Palestine,,,,,,,,,,
557,557,000a565,Malaka Gharib,,,,,,"Malaka Gharib is a Fillipino-Egyptian  journalist, editor and artist. Many of Gharibs comics can be found on numerous media outlets like NPR, The New York Times among others. She completed her post secondary degree in both marketing and journalism at Syracuse University. In addition to having her artwork exhibited on many platforms Gharib also edited many articles for NPR, co-found the D.C Art book fair and is the founder of the creative food web magazine The Runcible Spoon. <b>Awards</b><br>Gracie Awards, 2009; Gracie Awards, 2015",United States|Egypt|Philippines,,,,,,,,,,
558,558,000a566,Etaf Rum,,,,,,"Etaf Rum is a Palestinian-American scholar and novelist born to Palestinian immigrant parents and raised in Brooklyn, New York. Rum is a literary professor who earned her undergraduate degrees and masters of arts at North Carolina University. Currently teaching undergraduate courses in North Carolina Rum also works as an ambassador for the organization book of the month. ",United States|Palestine,,,,,,,,,,
559,559,000a567,Marwa Helal,,,,,,"Marwa helal is a artist, writer and journalist born in Al Mansurah and currently lives in Brooklyn.She received a Bachelors in journalism from Ohio Wesleyan University. Helal has been featured in various media outlets and has been published in variou anthologies such as Bettering American Poetry, Halal if you hear me among others.  and has appeared in various media outlets.her work has been presented at The Museum of Modern Art. ",Egypt,,,,,https://twitter.com/marwaXhelal,twitter,https://instagram.com/iammarstian,instagram,,
560,560,000a568,Jasmine Warga,,,,,,"Jasmine Warga is an Arab writer with much of her publications directed to children and young adult demographics. Warga was born in Cincinnati Ohio to immigrant parents in the Arab Levan nation. She attended Northwestern University located in Evanston, Illinois where she studied history and art history. Warga is featured as one of many ""Authors in Conversation"" hosted by the organization The Author Village. <b>Awards</b><br>John Newbery Honor, 2020; Walter Honor for Young Readers; Charlotte Huck Honor",United States,,,,,,,,,,
561,561,000a569,Sherine Hafez,,,,,,"Sherine Hafez is a scholar, journalist, and editor. Hafez’s articles have been featured in numerous journals such as the Journal of North African Studies, Into the New Millenium along with many other media outlets. At the University of California Hafez works as a professor and department chair of gender and sexuality studies. In addition to her responsibilities at the University of California Hafez is also the co-editor of the Journal of Middle East Women’s studies and co-edited Anthropology of the Middle East and North Africa into the new Millenium. <b>Awards</b><br>Patricia McSweeny McCauley Chair in Teaching Excellence",United States,,,,,,,,,,
562,562,000a570,Lena Mahmoud,,,,,,"Lena Mahmoud is an Arab novelist, essayist and journalist. She pursued her post-secondary studies in Arab American women’s literature and Arab American literature. Much of her work is featured in many platforms such as Sukoon, Fifth Wednesday Journal, along with other media outlets. <b>Awards</b><br>American Book Award",United States,,,,,,,,,,
563,563,000a571,Cheryl Reid,,,,,,Cheryl Reid is a novelist who grew up in Decatur Alabama and received her Master in Fine Arts from Georgia State University. ,United States,Novelist,,,,,,,,,
564,564,000a572,Noor Al-Samarrai,,,,,,"Noor al-Samarri is a Californian Mesopotamian poet and novelist. Al-Samarrai’s poems present themes on documentation and history. She received the title of a Fulbright scholar, has expressed interest in sound, and is currently pursuing studies of the oud. Al-Sammarai has performed at numerous locations such as the national queer arts festival and the Guggenheim museum as the lead singer of the band dog-maw and the plastic L.A skyline.<b>Awards</b><br>Joan Lee Yang Memorial Poetry Prize, 2013; Best Undergraduate Student Writing 2012",,,,,,,,,,,
565,565,000a573,Somaiya Daud,,,,,,Somaiya Daud is a novelist and scholar born in the Midwest with Moroccan roots. Daud received both her Bachelors of Arts and Master of Arts at George Washington University with a focus in English Literature. She then received her doctorate at the University of Washington. Her diverse collection of works can be directed to children and young adult demographics.Daud currently teaches at local universities. ,Morocco|United States ,,,,,,,,,,
566,566,000a574,Safia Elhillo,,صافية الحلو,,,,"Safia Elhillo is a Sudaneese American poet and Scholar. Elhillo completed her post secondary studies with a BA from Gallatin School and an MFA from the New school Elhillo has also received the title of a Wallace Stegner Fellow at Stanford University. Elhillo founded the first NYU competitive slam poetry team, is the co-editor for the Halal if you hear me anthology. Much of her work has been featured on numerous media outlets such as The penguin book of Migration Literature, Callaloo among many others. <b>Awards</b><br>Arab American Book Award, 2018; Sillerman First Book Prize for African Poets, 2016",United States|Sudan,,,,,,,,,,
567,567,000a575,Lena Khalaf Tuffaha,,لينا خلف تفاحة,,,,"Lena Khalaf Tuffaha is a Levantine Arab translator, essayist and poet. Many of her written works have been featured in numerous media outlets like the Seattle Times, Kenyon Review, Magnolia among many others. Her work has also been published in Gaza Unsilenced, Halal if you hear me among others. Khalaf attended the University of Washington where she earned a Bachelor of Arts in Comparative Literature, and a Master of Fine Arts from Pacific Lutheran University.Khalaf has also contributed to Seattle's arab american community organizations through translation for war narratives of families and through her work with journalists and editors.<b>Awards</b><br>Washington State Book Award for Poetry, 2018",United States|Palestine,,,,,,,,,,
568,568,000a576,Rafeef Ziadah,,رفيف زيادة,,,,"Rafeef is an activist, performer,scholar and poet born in Lebanon to two Palestinan refugee parents. Continuing her post secondary studies in York University, Ziadah earned her PHD in political science. She has read her poetry in numerous locations and has led poetry workshops all around the world. Her poetic collection We Teach Life has inspired a photographed series exhibited in the Scottish Parliament. She currently teaches lectures on Comparative Politics in the Middle East and is affiliated with the The University of London SOAS institute for Palestine Studies. ",Palestine|Lebanon|Canada|United Kingdom,,,,,,,,,,
569,569,000a577,Michelle Chalfoun,,,,,," 
Michelle Chaifoun is a novelist who was born in New York to two immigrant parents rooted in Lebanon and Germany. She currently works as a pediatric nurse. Her book roustabout has been published in several countries, has been translated in various language and is in the process of becoming a major film.
<b>Awards</b><br>Arab American Book Award for Children/Young Adults, 2017",United States|Lebanon|Germany,,,,,,,,,,
570,570,000a578,Hanan Hammad,,,,,,"<b>Awards</b><br>Sara A. Whaley Book Prize from the National Women’s Studies Association (NWSA), 2017;  AMEWS Book Award from the Association of Middle Eastern Studies, 2017; the Middle East Political Economy Book Award, 2017; Giles-Sims Wise Woman Award, 2015",,,,,,,,,,,
571,571,000a579,Rajia Hassib,,,,,,"Raija Hassib is a novelist who immigrated from her birthplace Alexandria Egypt to America at the age of twenty-three. She attended Marshall University where she earned both a Bachelor of Arts and a Master of Arts in English. Hassib also received a Bachelor of Arts in Architecture from the University of Alexandria. Hassib has contributed to media outlets such as The New York Times Book Review, The new yorker and the Guardian.<b>Awards</b><br>Arab American Book Awards Honourable Mention, 2016",Egypt|United Stated,,,,,,,,,,
572,572,000a580,Randa Kayyali,,,,,,"Randa Kayyali is a scholar,author and novelist who received her doctorate in Cultural Studies. She is a founder and previous board member of the Arab American Studies Association. In addition to her book Kayyali has published numerous articles and book chapters about Arab Americans. <b>Awards</b><br>Awarded “Honorable Mention” in the Arab American Book Awards for The Arab Americans (Westport, CT: Greenwood Press, 2006), 2007",Lebanon,Novelist|Author|Scholar,,,,,,,,,
573,573,000a581,"Sara al-Nams
",,سارة النمس,,,,"Sara Al-Nams is an Algerian editor, novelist and short story writer. Al-Nams attended Ferhat Abbass University where she received her Bachelors of Art in English. With past experience working as a teacher and an editor, al-Nams currently manages the Algerian Publishing house Ajniha. Her first novel, Love With An Algerian Flavour, was published in 2012. It was followed by Water and Salt – Letters to a Palestinian Prisoner (2016) and J (2019).",,,,,,,,,,,
574,574,000a582,Yvonne Wakim Dennis,,,,,,"Yvonne Wakim Dennis is a Native American Cherokee Syrian author, scholar, and works as a social worker and multicultural consultant. Dennis has published many of which are directed to children and young adult demographics while also hosting the Native Women’s Powertime Circle and is a member of the Bank Street Writers Lab.In addition to many organizations Dennis is also the Education Director for the Children’s Cultural Centre of Native America. <b>Awards</b><br>Moonbeam Children’s Book Awards, 2010; Gold Medalist in Activity Books, 2010; Independent Publishers Silver Award for Interactive Books, 2010; ",United States|Syria,,,,,,,,,,
575,575,000a583,Maha Addasi,,,,,,"Maha Addasi is a Arab journalist, producer and writer who was born and raised in Kuwait. Addasi received a degree in Journalism from Butler University and a Master of Fine Art in writing for Children and Young adults from Vermont College. She has been both a news correspondent and producer for television outlets in Jordan and Dubai and her documentary Badia was featured on the BBC. <b>Awards</b><br>Arab American Book Award Honor; Arab American Book Award Winner",Kuwait|Dubai|Jordan,,,,,,,,,,
576,576,000a584,Rasha Adly,,,,,,"Rasha Adly is an Egyptian novelist, researcher,and scholar born in Cairo. In addition to her collection of novels Adly is also a correspondent for the Emirates Culture Magazine. ",,,,,,,,,,,
577,577,000a585,"Zeina Hashem Beck
",,,,,,"Zeina Hashem Beck is a Lebanese writer and poet who is currently living in Dubai. Hashem received her Bachelors and Masters degree in English Literature from the American University of Beirut. Her award winning poem Maqam has been featured on numerous media outlets such as Ploughshares, The New York Times Magazine, The Adroit Journal among many others. In addition to the chapbooks and poems she has already published she is working on her upcoming third poetry collection titled O is to be published by penguin house in the summer of 2022. Hashem also hosts an open mic night called Punch which is based in Dubai. <b>Awards</b><br>Rattle Chapbook Prize, 2016; Backwaters Prize, 2013",Lebanon|Dubai,,,,,,,,,,
578,578,000a586,"Maysalun Hadi
",,,,,,"Maysalum Hadi is a Iraqi translator, writer and short story writer born in the Baghdad district Adhamiyah. Many of Hadi’s works have been translated in various languages, featured on radio and television channels and her novel a light Pink dream was made into a film.Hadi has produced numerous versatile works of articles, translations, children’s literature, and novels. ",Iraq,,,,,,,,,,
579,579,000a587,"Kafa Al-Zou’bi
",,,,,,"Kafa Al-Zou’bi is a Jordanian novelist and journalist born in Ar-Ramtha, Jordan. Zou’bi graduated from Leningrad state university and earned a Bachelors of Science. Later on she received a Bachelors of Arts in Civil Engineering from Saint Petersburg university in Russia. After her time in Russia around the year 2006 she returned to Jordan. Her novel Go Back Home Khalil was only published in Russian Zou’bi currently writes for media outlets based in Jordan and the Arab diaspora. <b>Awards</b><br> Al-Multaqa Prize for the Arabic Short Story , 2017;  Jordan State Award for Literature, 2009; ",Russia|Jordan,,,,,,,,,,
580,580,000a588,"Shahla Ujayli
",,,,,,"Dr.Shalal Ujayli is a Syrian novelist, scholar, and short story writer.While growing up Ujayli was surrounded by celebrated authors in her family.She received her doctorate from Aleppo University in Modern Arabic Literature and Cultural Studies. Ujayli has published numerous books, short story collections and books on literary criticism.She currently teaches at the American University in Madaba Jordan. <b>Awards</b><br>Jordan State Award for Literature, 2009",Syria|Jordan ,,,,,,,,,,
581,581,000a589,Inaya Jaber,,,,,,"Inaya Jaber is a journalist, poet, artist and singer born in Bint Jbeil Lebanon. Jaber had written articles for various newspaper outlets based in various locations like Lebanon and Jerusalem. She completed her studies at the Lebanese National Conservatory of Music and Lebanese University. While Jaber lived in Beirut she also performed in locations such as Egypt and Italy. ",Lebanon,,,,,,,,,,
582,582,000a590,Rawan Yaghi,,روان ياغي,,,,"Rawan Yaghi is a blogger, short story writer and journalist who grew up and is currently based in Gaza.  Based in Gaza with family origins from the village Al Masmiyya Al Kabira Yaghi has lived in various countries. She studied English Literature at the Islamic University of Gaza, University of Oxford, and Craig Newmark Graduate School of Journalism in New York. Yaghi was the first recipient awarded the Junior Member’s Scholarship by the Jesus College, University of Oxford and was recently awarded a Fullbright Scholarship. Yaghi published her writing in a youth-led anthology titled Gaza Writes Back as well as the sci-fi collection titled Palestine +100. Yaghi has written for The New York Times, The Mondoweiss AMEUs and The Link. <b>Awards</b><br>Mondo Short Story award, 2011",Palestine|United States|Italy,,,,,,,,,,
583,583,000a591,Sonia Nimir,,,,,,"Sonia Nimir is a Palestinian writer. Taking inspiration from her Arab heritage, her works take the form of retellings of  traditional Palestinian folktales, giving old stories a contemporary spin with a particular focus on feminist themes and ideas of identity and belonging. She has written multiple books, including novels and anthologies. <b>Awards</b><br>Etisalat Award for Arabic Children's Literature Best Young Adult Book / Wondrous Journeys to Strange Lands, 2014; Sharjah Children's Book Award, Young Adults / Thunderbird, 2018",Palestine,Folk Story Writer|Novelist,Arabic|English,,,,,,,,
584,584,000a592,Zaina Arafat,,زينة عرفات,,,,"Zaina Arafat is an Arab-American writer. She initially began her writing career in the field of international reporting and journalism, having earned her MA in International Media and Communications from Columbia, and wrote pieces focusing on the sociopolitical landscape of the Arab world for several high-profile publications, including NPR, The Washington Post, and the Huffington Post. However, she soon began experimenting with personal essays, and her interest in the genre led her to pursue an MFA from the University of Iowa. Arafat has since taught writing classes at her alma mater and The School of the New York Times, as well as abroad; her debut novel was published in 2020 and she is currently at work on a collection of personal essays. ",United States|Palestine,Non-Fiction Writer|Journalist|Editor,,,,,,,,,
585,585,000a593,Huzama Habayeb,,,,,,"Huzama Habayeb is a Palestinian-Jordanian writer. Born in Kuwait, she earned her BA in English Language and Literature from Kuwait University in 1987 but was forced to move to Jordan with her family shortly afterwards due to the outbreak of the Gulf War. In Jordan, she began working as a teacher and translator before eventually turning to creative writing as her full-time profession, writing poetry, short stories, and novels, though she has also earned renown for her non-fiction writings. Palestinian culture, identity, and experience serve as her primary sources of inspiration. Habayeb is currently based in the United Arab Emirates. <b>Awards</b><br>Seif El-Din Iranian Short Story Award; the Jerusalem Festival for Youth Creativity in Storytelling; Naguib Mahfouz Prize for Literature",Kuwait|Palestine|Jordan|United Arab Emirates,Non-Fiction Writer|Journalist|Novelist|Poet|Translator,Arabic|English,,,,,,,,
586,586,000a594,Dima Wannous,,,,,,"Dima Wannous is a Syrian writer and translator. Born in Damascus, she studied French literature and translation at Damascus University and the Sorbonne, working as a correspondent for the newspapers Al-Hayat and As-Safir in Beirut for a time. Wannous came to prominence following the publication of her short story collection, Tafasil, in 2007, and has since earned renown for her novels, which focus on the lived experiences of Syrians in times of both war and peace. She is currently based in London. ",Syria|France|Lebanon|United Kingdom,Novelist|Translator|Short Story Writer,English|Arabic,,,,,,,,
587,587,000a595,Shahad Al-Rawi,,,,,,"Shahad Al-Rawi is an Iraqi novelist, poet, essayist, and anthropologist. Born in Baghdad, she earned her BA and MA from Damascus University before moving to the  United Arab Emirates, where she is currently based. Al-Rawi first came to prominence as a writer through her essays, short stories, and poems, which were widely published in Arabic-language newspapers and social media platforms. Her debut novel, The Baghdad Clock, was published in 2016 and, like many of her other writings, draws attention to the experiences of a generation born to war and conflict in the Arab world. Al-Rawi has since written another novel, alongside several other works, and is a prominent presence in the Arab literary scene. <b>Awards</b><br>First Book Award, Edinburgh International Book Festival, 2018",Iraq|Syria|United Arab Emirates,Novelist|Poet|Essayist,Arabic,,,,,,,,
588,588,000a596,Laila al-Atrash,,,,,,"Laila al-Atrash is a Palestinian-Jordanian novelist, short story writer, and journalist. Born in Bethlehem, she has studied Arabic literature, French, and law, and began her literary career as a journalist for several different Arab media outlets, and, in the 1970s, entered the broadcasting field as a TV news editor, news anchor, and program producer. She has won numerous awards and earned recognition across the Arab world for her reporting. Al-Atrash has also led a successful career as a creative writer, and has written several novels and short story collections, which focus on the lived experiences of Arab women. <b>Awards</b><br>American Medal of Courage; https://ar.wikipedia.org/wiki/%D9%84%D9%8A%D9%84%D9%89_%D8%A7%D9%84%D8%A3%D8%B7%D8%B1%D8%B4",Palestine|Jordan,Novelist|Short Story Writer|Journalist,Arabic,,,,,,,,
